Year,Kommune,Species,Group,Taken game,Taken game group
2006,Aabenraa,Agerhøne,Hønsefugle,731,3658
2006,Aabenraa,Fasan,Hønsefugle,2927,3658
2006,Aabenraa,Andre dykænder,Andefugle,223,8461
2006,Aabenraa,Andre svømmeænder,Andefugle,542,8461
2006,Aabenraa,Atlingand,Andefugle,1,8461
2006,Aabenraa,Bjergand,Andefugle,3,8461
2006,Aabenraa,Ederfugl,Andefugle,866,8461
2006,Aabenraa,Fløjlsand,Andefugle,12,8461
2006,Aabenraa,Gråand,Andefugle,6066,8461
2006,Aabenraa,Havlit,Andefugle,10,8461
2006,Aabenraa,Hvinand,Andefugle,74,8461
2006,Aabenraa,Knarand,Andefugle,5,8461
2006,Aabenraa,Krikand,Andefugle,329,8461
2006,Aabenraa,Pibeand,Andefugle,171,8461
2006,Aabenraa,Skeand,Andefugle,8,8461
2006,Aabenraa,Sortand,Andefugle,40,8461
2006,Aabenraa,Spidsand,Andefugle,27,8461
2006,Aabenraa,Stor skallesluger,Andefugle,5,8461
2006,Aabenraa,Taffeland,Andefugle,6,8461
2006,Aabenraa,Toppet skallesluger,Andefugle,10,8461
2006,Aabenraa,Troldand,Andefugle,63,8461
2006,Aabenraa,Blisgås,Gæs,6,316
2006,Aabenraa,Canadagås,Gæs,8,316
2006,Aabenraa,Grågås,Gæs,106,316
2006,Aabenraa,Gås,Gæs,158,316
2006,Aabenraa,Kortnæbbet gås,Gæs,37,316
2006,Aabenraa,Sædgås,Gæs,1,316
2006,Aabenraa,Blishøne,Vadefugle,49,956
2006,Aabenraa,Dobbeltbekkasin,Vadefugle,182,956
2006,Aabenraa,Skovsneppe,Vadefugle,725,956
2006,Aabenraa,Dådyr,Hovdyr,48,2194
2006,Aabenraa,Krondyr,Hovdyr,43,2194
2006,Aabenraa,Rådyr,Hovdyr,2103,2194
2006,Aabenraa,Sika,Hovdyr,0,2194
2006,Aabenraa,Hare,Støttetandede,868,1052
2006,Aabenraa,Kanin,Støttetandede,184,1052
2006,Aabenraa,Husmår,Rovdyr,33,863
2006,Aabenraa,Ilder,Rovdyr,7,863
2006,Aabenraa,Ræv,Rovdyr,823,863
2006,Aabenraa,Husskade,Kragefugle,119,810
2006,Aabenraa,Krage,Kragefugle,541,810
2006,Aabenraa,Råge,Kragefugle,140,810
2006,Aabenraa,Skarv,Kragefugle,10,810
2006,Aabenraa,Måge,Måger,296,592
2006,Aabenraa,Sildemåge,Måger,3,592
2006,Aabenraa,Svartbag,Måger,73,592
2006,Aabenraa,Sølvmåge,Måger,220,592
2006,Aabenraa,Ringdue,Duer,1541,1562
2006,Aabenraa,Tyrkerdue,Duer,21,1562
2006,Aalborg,Agerhøne,Hønsefugle,760,13063
2006,Aalborg,Fasan,Hønsefugle,12303,13063
2006,Aalborg,Andre dykænder,Andefugle,1910,16912
2006,Aalborg,Andre svømmeænder,Andefugle,3209,16912
2006,Aalborg,Atlingand,Andefugle,3,16912
2006,Aalborg,Bjergand,Andefugle,22,16912
2006,Aalborg,Ederfugl,Andefugle,1443,16912
2006,Aalborg,Fløjlsand,Andefugle,103,16912
2006,Aalborg,Gråand,Andefugle,5230,16912
2006,Aalborg,Havlit,Andefugle,85,16912
2006,Aalborg,Hvinand,Andefugle,633,16912
2006,Aalborg,Knarand,Andefugle,30,16912
2006,Aalborg,Krikand,Andefugle,1949,16912
2006,Aalborg,Pibeand,Andefugle,1014,16912
2006,Aalborg,Skeand,Andefugle,50,16912
2006,Aalborg,Sortand,Andefugle,345,16912
2006,Aalborg,Spidsand,Andefugle,163,16912
2006,Aalborg,Stor skallesluger,Andefugle,45,16912
2006,Aalborg,Taffeland,Andefugle,48,16912
2006,Aalborg,Toppet skallesluger,Andefugle,89,16912
2006,Aalborg,Troldand,Andefugle,541,16912
2006,Aalborg,Blisgås,Gæs,18,998
2006,Aalborg,Canadagås,Gæs,25,998
2006,Aalborg,Grågås,Gæs,335,998
2006,Aalborg,Gås,Gæs,499,998
2006,Aalborg,Kortnæbbet gås,Gæs,117,998
2006,Aalborg,Sædgås,Gæs,4,998
2006,Aalborg,Blishøne,Vadefugle,100,1499
2006,Aalborg,Dobbeltbekkasin,Vadefugle,501,1499
2006,Aalborg,Skovsneppe,Vadefugle,898,1499
2006,Aalborg,Dådyr,Hovdyr,22,2584
2006,Aalborg,Krondyr,Hovdyr,71,2584
2006,Aalborg,Rådyr,Hovdyr,2491,2584
2006,Aalborg,Sika,Hovdyr,0,2584
2006,Aalborg,Hare,Støttetandede,929,929
2006,Aalborg,Kanin,Støttetandede,0,929
2006,Aalborg,Husmår,Rovdyr,83,871
2006,Aalborg,Ilder,Rovdyr,19,871
2006,Aalborg,Ræv,Rovdyr,769,871
2006,Aalborg,Husskade,Kragefugle,889,5983
2006,Aalborg,Krage,Kragefugle,1983,5983
2006,Aalborg,Råge,Kragefugle,3062,5983
2006,Aalborg,Skarv,Kragefugle,49,5983
2006,Aalborg,Måge,Måger,664,1328
2006,Aalborg,Sildemåge,Måger,7,1328
2006,Aalborg,Svartbag,Måger,163,1328
2006,Aalborg,Sølvmåge,Måger,494,1328
2006,Aalborg,Ringdue,Duer,2730,2791
2006,Aalborg,Tyrkerdue,Duer,61,2791
2006,Aarhus,Agerhøne,Hønsefugle,117,5571
2006,Aarhus,Fasan,Hønsefugle,5454,5571
2006,Aarhus,Andre dykænder,Andefugle,692,11801
2006,Aarhus,Andre svømmeænder,Andefugle,783,11801
2006,Aarhus,Atlingand,Andefugle,1,11801
2006,Aarhus,Bjergand,Andefugle,8,11801
2006,Aarhus,Ederfugl,Andefugle,2716,11801
2006,Aarhus,Fløjlsand,Andefugle,37,11801
2006,Aarhus,Gråand,Andefugle,6135,11801
2006,Aarhus,Havlit,Andefugle,31,11801
2006,Aarhus,Hvinand,Andefugle,229,11801
2006,Aarhus,Knarand,Andefugle,7,11801
2006,Aarhus,Krikand,Andefugle,476,11801
2006,Aarhus,Pibeand,Andefugle,248,11801
2006,Aarhus,Skeand,Andefugle,12,11801
2006,Aarhus,Sortand,Andefugle,125,11801
2006,Aarhus,Spidsand,Andefugle,40,11801
2006,Aarhus,Stor skallesluger,Andefugle,16,11801
2006,Aarhus,Taffeland,Andefugle,17,11801
2006,Aarhus,Toppet skallesluger,Andefugle,32,11801
2006,Aarhus,Troldand,Andefugle,196,11801
2006,Aarhus,Blisgås,Gæs,7,411
2006,Aarhus,Canadagås,Gæs,10,411
2006,Aarhus,Grågås,Gæs,138,411
2006,Aarhus,Gås,Gæs,206,411
2006,Aarhus,Kortnæbbet gås,Gæs,48,411
2006,Aarhus,Sædgås,Gæs,2,411
2006,Aarhus,Blishøne,Vadefugle,69,503
2006,Aarhus,Dobbeltbekkasin,Vadefugle,57,503
2006,Aarhus,Skovsneppe,Vadefugle,377,503
2006,Aarhus,Dådyr,Hovdyr,25,1452
2006,Aarhus,Krondyr,Hovdyr,18,1452
2006,Aarhus,Rådyr,Hovdyr,1394,1452
2006,Aarhus,Sika,Hovdyr,15,1452
2006,Aarhus,Hare,Støttetandede,480,494
2006,Aarhus,Kanin,Støttetandede,14,494
2006,Aarhus,Husmår,Rovdyr,82,503
2006,Aarhus,Ilder,Rovdyr,8,503
2006,Aarhus,Ræv,Rovdyr,413,503
2006,Aarhus,Husskade,Kragefugle,390,5670
2006,Aarhus,Krage,Kragefugle,822,5670
2006,Aarhus,Råge,Kragefugle,4453,5670
2006,Aarhus,Skarv,Kragefugle,5,5670
2006,Aarhus,Måge,Måger,374,748
2006,Aarhus,Sildemåge,Måger,4,748
2006,Aarhus,Svartbag,Måger,92,748
2006,Aarhus,Sølvmåge,Måger,278,748
2006,Aarhus,Ringdue,Duer,5184,5235
2006,Aarhus,Tyrkerdue,Duer,51,5235
2006,Albertslund,Agerhøne,Hønsefugle,0,11
2006,Albertslund,Fasan,Hønsefugle,11,11
2006,Albertslund,Andre dykænder,Andefugle,0,3
2006,Albertslund,Andre svømmeænder,Andefugle,1,3
2006,Albertslund,Atlingand,Andefugle,0,3
2006,Albertslund,Bjergand,Andefugle,0,3
2006,Albertslund,Ederfugl,Andefugle,0,3
2006,Albertslund,Fløjlsand,Andefugle,0,3
2006,Albertslund,Gråand,Andefugle,1,3
2006,Albertslund,Havlit,Andefugle,0,3
2006,Albertslund,Hvinand,Andefugle,0,3
2006,Albertslund,Knarand,Andefugle,0,3
2006,Albertslund,Krikand,Andefugle,1,3
2006,Albertslund,Pibeand,Andefugle,0,3
2006,Albertslund,Skeand,Andefugle,0,3
2006,Albertslund,Sortand,Andefugle,0,3
2006,Albertslund,Spidsand,Andefugle,0,3
2006,Albertslund,Stor skallesluger,Andefugle,0,3
2006,Albertslund,Taffeland,Andefugle,0,3
2006,Albertslund,Toppet skallesluger,Andefugle,0,3
2006,Albertslund,Troldand,Andefugle,0,3
2006,Albertslund,Blisgås,Gæs,0,0
2006,Albertslund,Canadagås,Gæs,0,0
2006,Albertslund,Grågås,Gæs,0,0
2006,Albertslund,Gås,Gæs,0,0
2006,Albertslund,Kortnæbbet gås,Gæs,0,0
2006,Albertslund,Sædgås,Gæs,0,0
2006,Albertslund,Blishøne,Vadefugle,0,0
2006,Albertslund,Dobbeltbekkasin,Vadefugle,0,0
2006,Albertslund,Skovsneppe,Vadefugle,0,0
2006,Albertslund,Dådyr,Hovdyr,0,12
2006,Albertslund,Krondyr,Hovdyr,0,12
2006,Albertslund,Rådyr,Hovdyr,12,12
2006,Albertslund,Sika,Hovdyr,0,12
2006,Albertslund,Hare,Støttetandede,3,3
2006,Albertslund,Kanin,Støttetandede,0,3
2006,Albertslund,Husmår,Rovdyr,0,13
2006,Albertslund,Ilder,Rovdyr,0,13
2006,Albertslund,Ræv,Rovdyr,13,13
2006,Albertslund,Husskade,Kragefugle,13,31
2006,Albertslund,Krage,Kragefugle,18,31
2006,Albertslund,Råge,Kragefugle,0,31
2006,Albertslund,Skarv,Kragefugle,0,31
2006,Albertslund,Måge,Måger,0,0
2006,Albertslund,Sildemåge,Måger,0,0
2006,Albertslund,Svartbag,Måger,0,0
2006,Albertslund,Sølvmåge,Måger,0,0
2006,Albertslund,Ringdue,Duer,108,108
2006,Albertslund,Tyrkerdue,Duer,0,108
2006,Allerød,Agerhøne,Hønsefugle,1,228
2006,Allerød,Fasan,Hønsefugle,227,228
2006,Allerød,Andre dykænder,Andefugle,0,361
2006,Allerød,Andre svømmeænder,Andefugle,17,361
2006,Allerød,Atlingand,Andefugle,0,361
2006,Allerød,Bjergand,Andefugle,0,361
2006,Allerød,Ederfugl,Andefugle,10,361
2006,Allerød,Fløjlsand,Andefugle,0,361
2006,Allerød,Gråand,Andefugle,318,361
2006,Allerød,Havlit,Andefugle,0,361
2006,Allerød,Hvinand,Andefugle,0,361
2006,Allerød,Knarand,Andefugle,0,361
2006,Allerød,Krikand,Andefugle,10,361
2006,Allerød,Pibeand,Andefugle,5,361
2006,Allerød,Skeand,Andefugle,0,361
2006,Allerød,Sortand,Andefugle,0,361
2006,Allerød,Spidsand,Andefugle,1,361
2006,Allerød,Stor skallesluger,Andefugle,0,361
2006,Allerød,Taffeland,Andefugle,0,361
2006,Allerød,Toppet skallesluger,Andefugle,0,361
2006,Allerød,Troldand,Andefugle,0,361
2006,Allerød,Blisgås,Gæs,0,5
2006,Allerød,Canadagås,Gæs,0,5
2006,Allerød,Grågås,Gæs,2,5
2006,Allerød,Gås,Gæs,3,5
2006,Allerød,Kortnæbbet gås,Gæs,0,5
2006,Allerød,Sædgås,Gæs,0,5
2006,Allerød,Blishøne,Vadefugle,4,6
2006,Allerød,Dobbeltbekkasin,Vadefugle,1,6
2006,Allerød,Skovsneppe,Vadefugle,1,6
2006,Allerød,Dådyr,Hovdyr,4,202
2006,Allerød,Krondyr,Hovdyr,0,202
2006,Allerød,Rådyr,Hovdyr,198,202
2006,Allerød,Sika,Hovdyr,0,202
2006,Allerød,Hare,Støttetandede,29,29
2006,Allerød,Kanin,Støttetandede,0,29
2006,Allerød,Husmår,Rovdyr,0,56
2006,Allerød,Ilder,Rovdyr,1,56
2006,Allerød,Ræv,Rovdyr,55,56
2006,Allerød,Husskade,Kragefugle,110,425
2006,Allerød,Krage,Kragefugle,93,425
2006,Allerød,Råge,Kragefugle,222,425
2006,Allerød,Skarv,Kragefugle,0,425
2006,Allerød,Måge,Måger,16,32
2006,Allerød,Sildemåge,Måger,0,32
2006,Allerød,Svartbag,Måger,4,32
2006,Allerød,Sølvmåge,Måger,12,32
2006,Allerød,Ringdue,Duer,1971,1971
2006,Allerød,Tyrkerdue,Duer,0,1971
2006,Assens,Agerhøne,Hønsefugle,557,17772
2006,Assens,Fasan,Hønsefugle,17215,17772
2006,Assens,Andre dykænder,Andefugle,326,26046
2006,Assens,Andre svømmeænder,Andefugle,1362,26046
2006,Assens,Atlingand,Andefugle,1,26046
2006,Assens,Bjergand,Andefugle,4,26046
2006,Assens,Ederfugl,Andefugle,2220,26046
2006,Assens,Fløjlsand,Andefugle,18,26046
2006,Assens,Gråand,Andefugle,20449,26046
2006,Assens,Havlit,Andefugle,15,26046
2006,Assens,Hvinand,Andefugle,108,26046
2006,Assens,Knarand,Andefugle,13,26046
2006,Assens,Krikand,Andefugle,827,26046
2006,Assens,Pibeand,Andefugle,431,26046
2006,Assens,Skeand,Andefugle,21,26046
2006,Assens,Sortand,Andefugle,59,26046
2006,Assens,Spidsand,Andefugle,69,26046
2006,Assens,Stor skallesluger,Andefugle,8,26046
2006,Assens,Taffeland,Andefugle,8,26046
2006,Assens,Toppet skallesluger,Andefugle,15,26046
2006,Assens,Troldand,Andefugle,92,26046
2006,Assens,Blisgås,Gæs,5,606
2006,Assens,Canadagås,Gæs,10,606
2006,Assens,Grågås,Gæs,285,606
2006,Assens,Gås,Gæs,303,606
2006,Assens,Kortnæbbet gås,Gæs,3,606
2006,Assens,Sædgås,Gæs,0,606
2006,Assens,Blishøne,Vadefugle,318,736
2006,Assens,Dobbeltbekkasin,Vadefugle,67,736
2006,Assens,Skovsneppe,Vadefugle,351,736
2006,Assens,Dådyr,Hovdyr,14,1013
2006,Assens,Krondyr,Hovdyr,2,1013
2006,Assens,Rådyr,Hovdyr,997,1013
2006,Assens,Sika,Hovdyr,0,1013
2006,Assens,Hare,Støttetandede,769,769
2006,Assens,Kanin,Støttetandede,0,769
2006,Assens,Husmår,Rovdyr,148,634
2006,Assens,Ilder,Rovdyr,48,634
2006,Assens,Ræv,Rovdyr,438,634
2006,Assens,Husskade,Kragefugle,268,1292
2006,Assens,Krage,Kragefugle,861,1292
2006,Assens,Råge,Kragefugle,161,1292
2006,Assens,Skarv,Kragefugle,2,1292
2006,Assens,Måge,Måger,208,416
2006,Assens,Sildemåge,Måger,2,416
2006,Assens,Svartbag,Måger,51,416
2006,Assens,Sølvmåge,Måger,155,416
2006,Assens,Ringdue,Duer,2897,2946
2006,Assens,Tyrkerdue,Duer,49,2946
2006,Ballerup,Agerhøne,Hønsefugle,18,293
2006,Ballerup,Fasan,Hønsefugle,275,293
2006,Ballerup,Andre dykænder,Andefugle,0,354
2006,Ballerup,Andre svømmeænder,Andefugle,8,354
2006,Ballerup,Atlingand,Andefugle,0,354
2006,Ballerup,Bjergand,Andefugle,0,354
2006,Ballerup,Ederfugl,Andefugle,3,354
2006,Ballerup,Fløjlsand,Andefugle,0,354
2006,Ballerup,Gråand,Andefugle,335,354
2006,Ballerup,Havlit,Andefugle,0,354
2006,Ballerup,Hvinand,Andefugle,0,354
2006,Ballerup,Knarand,Andefugle,0,354
2006,Ballerup,Krikand,Andefugle,5,354
2006,Ballerup,Pibeand,Andefugle,3,354
2006,Ballerup,Skeand,Andefugle,0,354
2006,Ballerup,Sortand,Andefugle,0,354
2006,Ballerup,Spidsand,Andefugle,0,354
2006,Ballerup,Stor skallesluger,Andefugle,0,354
2006,Ballerup,Taffeland,Andefugle,0,354
2006,Ballerup,Toppet skallesluger,Andefugle,0,354
2006,Ballerup,Troldand,Andefugle,0,354
2006,Ballerup,Blisgås,Gæs,0,0
2006,Ballerup,Canadagås,Gæs,0,0
2006,Ballerup,Grågås,Gæs,0,0
2006,Ballerup,Gås,Gæs,0,0
2006,Ballerup,Kortnæbbet gås,Gæs,0,0
2006,Ballerup,Sædgås,Gæs,0,0
2006,Ballerup,Blishøne,Vadefugle,21,24
2006,Ballerup,Dobbeltbekkasin,Vadefugle,0,24
2006,Ballerup,Skovsneppe,Vadefugle,3,24
2006,Ballerup,Dådyr,Hovdyr,0,75
2006,Ballerup,Krondyr,Hovdyr,0,75
2006,Ballerup,Rådyr,Hovdyr,75,75
2006,Ballerup,Sika,Hovdyr,0,75
2006,Ballerup,Hare,Støttetandede,23,23
2006,Ballerup,Kanin,Støttetandede,0,23
2006,Ballerup,Husmår,Rovdyr,0,42
2006,Ballerup,Ilder,Rovdyr,0,42
2006,Ballerup,Ræv,Rovdyr,42,42
2006,Ballerup,Husskade,Kragefugle,191,412
2006,Ballerup,Krage,Kragefugle,115,412
2006,Ballerup,Råge,Kragefugle,106,412
2006,Ballerup,Skarv,Kragefugle,0,412
2006,Ballerup,Måge,Måger,0,0
2006,Ballerup,Sildemåge,Måger,0,0
2006,Ballerup,Svartbag,Måger,0,0
2006,Ballerup,Sølvmåge,Måger,0,0
2006,Ballerup,Ringdue,Duer,2985,2992
2006,Ballerup,Tyrkerdue,Duer,7,2992
2006,Billund,Agerhøne,Hønsefugle,174,1996
2006,Billund,Fasan,Hønsefugle,1822,1996
2006,Billund,Andre dykænder,Andefugle,37,4636
2006,Billund,Andre svømmeænder,Andefugle,421,4636
2006,Billund,Atlingand,Andefugle,0,4636
2006,Billund,Bjergand,Andefugle,0,4636
2006,Billund,Ederfugl,Andefugle,66,4636
2006,Billund,Fløjlsand,Andefugle,2,4636
2006,Billund,Gråand,Andefugle,3654,4636
2006,Billund,Havlit,Andefugle,2,4636
2006,Billund,Hvinand,Andefugle,12,4636
2006,Billund,Knarand,Andefugle,4,4636
2006,Billund,Krikand,Andefugle,256,4636
2006,Billund,Pibeand,Andefugle,133,4636
2006,Billund,Skeand,Andefugle,7,4636
2006,Billund,Sortand,Andefugle,7,4636
2006,Billund,Spidsand,Andefugle,21,4636
2006,Billund,Stor skallesluger,Andefugle,1,4636
2006,Billund,Taffeland,Andefugle,1,4636
2006,Billund,Toppet skallesluger,Andefugle,2,4636
2006,Billund,Troldand,Andefugle,10,4636
2006,Billund,Blisgås,Gæs,1,42
2006,Billund,Canadagås,Gæs,1,42
2006,Billund,Grågås,Gæs,14,42
2006,Billund,Gås,Gæs,21,42
2006,Billund,Kortnæbbet gås,Gæs,5,42
2006,Billund,Sædgås,Gæs,0,42
2006,Billund,Blishøne,Vadefugle,11,905
2006,Billund,Dobbeltbekkasin,Vadefugle,134,905
2006,Billund,Skovsneppe,Vadefugle,760,905
2006,Billund,Dådyr,Hovdyr,26,1893
2006,Billund,Krondyr,Hovdyr,144,1893
2006,Billund,Rådyr,Hovdyr,1723,1893
2006,Billund,Sika,Hovdyr,0,1893
2006,Billund,Hare,Støttetandede,432,432
2006,Billund,Kanin,Støttetandede,0,432
2006,Billund,Husmår,Rovdyr,32,550
2006,Billund,Ilder,Rovdyr,8,550
2006,Billund,Ræv,Rovdyr,510,550
2006,Billund,Husskade,Kragefugle,606,1493
2006,Billund,Krage,Kragefugle,864,1493
2006,Billund,Råge,Kragefugle,17,1493
2006,Billund,Skarv,Kragefugle,6,1493
2006,Billund,Måge,Måger,363,726
2006,Billund,Sildemåge,Måger,4,726
2006,Billund,Svartbag,Måger,89,726
2006,Billund,Sølvmåge,Måger,270,726
2006,Billund,Ringdue,Duer,1635,1663
2006,Billund,Tyrkerdue,Duer,28,1663
2006,Bornholm,Agerhøne,Hønsefugle,99,5566
2006,Bornholm,Fasan,Hønsefugle,5467,5566
2006,Bornholm,Andre dykænder,Andefugle,25,7602
2006,Bornholm,Andre svømmeænder,Andefugle,404,7602
2006,Bornholm,Atlingand,Andefugle,0,7602
2006,Bornholm,Bjergand,Andefugle,0,7602
2006,Bornholm,Ederfugl,Andefugle,378,7602
2006,Bornholm,Fløjlsand,Andefugle,1,7602
2006,Bornholm,Gråand,Andefugle,6367,7602
2006,Bornholm,Havlit,Andefugle,1,7602
2006,Bornholm,Hvinand,Andefugle,8,7602
2006,Bornholm,Knarand,Andefugle,4,7602
2006,Bornholm,Krikand,Andefugle,245,7602
2006,Bornholm,Pibeand,Andefugle,128,7602
2006,Bornholm,Skeand,Andefugle,6,7602
2006,Bornholm,Sortand,Andefugle,5,7602
2006,Bornholm,Spidsand,Andefugle,20,7602
2006,Bornholm,Stor skallesluger,Andefugle,1,7602
2006,Bornholm,Taffeland,Andefugle,1,7602
2006,Bornholm,Toppet skallesluger,Andefugle,1,7602
2006,Bornholm,Troldand,Andefugle,7,7602
2006,Bornholm,Blisgås,Gæs,4,192
2006,Bornholm,Canadagås,Gæs,15,192
2006,Bornholm,Grågås,Gæs,76,192
2006,Bornholm,Gås,Gæs,96,192
2006,Bornholm,Kortnæbbet gås,Gæs,0,192
2006,Bornholm,Sædgås,Gæs,1,192
2006,Bornholm,Blishøne,Vadefugle,12,680
2006,Bornholm,Dobbeltbekkasin,Vadefugle,86,680
2006,Bornholm,Skovsneppe,Vadefugle,582,680
2006,Bornholm,Dådyr,Hovdyr,6,4046
2006,Bornholm,Krondyr,Hovdyr,1,4046
2006,Bornholm,Rådyr,Hovdyr,4039,4046
2006,Bornholm,Sika,Hovdyr,0,4046
2006,Bornholm,Hare,Støttetandede,4672,5795
2006,Bornholm,Kanin,Støttetandede,1123,5795
2006,Bornholm,Husmår,Rovdyr,0,25
2006,Bornholm,Ilder,Rovdyr,3,25
2006,Bornholm,Ræv,Rovdyr,22,25
2006,Bornholm,Husskade,Kragefugle,426,5967
2006,Bornholm,Krage,Kragefugle,2179,5967
2006,Bornholm,Råge,Kragefugle,3362,5967
2006,Bornholm,Skarv,Kragefugle,0,5967
2006,Bornholm,Måge,Måger,690,1380
2006,Bornholm,Sildemåge,Måger,7,1380
2006,Bornholm,Svartbag,Måger,170,1380
2006,Bornholm,Sølvmåge,Måger,513,1380
2006,Bornholm,Ringdue,Duer,5413,5445
2006,Bornholm,Tyrkerdue,Duer,32,5445
2006,Brøndby,Agerhøne,Hønsefugle,0,3
2006,Brøndby,Fasan,Hønsefugle,3,3
2006,Brøndby,Andre dykænder,Andefugle,0,0
2006,Brøndby,Andre svømmeænder,Andefugle,0,0
2006,Brøndby,Atlingand,Andefugle,0,0
2006,Brøndby,Bjergand,Andefugle,0,0
2006,Brøndby,Ederfugl,Andefugle,0,0
2006,Brøndby,Fløjlsand,Andefugle,0,0
2006,Brøndby,Gråand,Andefugle,0,0
2006,Brøndby,Havlit,Andefugle,0,0
2006,Brøndby,Hvinand,Andefugle,0,0
2006,Brøndby,Knarand,Andefugle,0,0
2006,Brøndby,Krikand,Andefugle,0,0
2006,Brøndby,Pibeand,Andefugle,0,0
2006,Brøndby,Skeand,Andefugle,0,0
2006,Brøndby,Sortand,Andefugle,0,0
2006,Brøndby,Spidsand,Andefugle,0,0
2006,Brøndby,Stor skallesluger,Andefugle,0,0
2006,Brøndby,Taffeland,Andefugle,0,0
2006,Brøndby,Toppet skallesluger,Andefugle,0,0
2006,Brøndby,Troldand,Andefugle,0,0
2006,Brøndby,Blisgås,Gæs,0,0
2006,Brøndby,Canadagås,Gæs,0,0
2006,Brøndby,Grågås,Gæs,0,0
2006,Brøndby,Gås,Gæs,0,0
2006,Brøndby,Kortnæbbet gås,Gæs,0,0
2006,Brøndby,Sædgås,Gæs,0,0
2006,Brøndby,Blishøne,Vadefugle,0,0
2006,Brøndby,Dobbeltbekkasin,Vadefugle,0,0
2006,Brøndby,Skovsneppe,Vadefugle,0,0
2006,Brøndby,Dådyr,Hovdyr,0,0
2006,Brøndby,Krondyr,Hovdyr,0,0
2006,Brøndby,Rådyr,Hovdyr,0,0
2006,Brøndby,Sika,Hovdyr,0,0
2006,Brøndby,Hare,Støttetandede,2,2
2006,Brøndby,Kanin,Støttetandede,0,2
2006,Brøndby,Husmår,Rovdyr,0,18
2006,Brøndby,Ilder,Rovdyr,0,18
2006,Brøndby,Ræv,Rovdyr,18,18
2006,Brøndby,Husskade,Kragefugle,237,248
2006,Brøndby,Krage,Kragefugle,11,248
2006,Brøndby,Råge,Kragefugle,0,248
2006,Brøndby,Skarv,Kragefugle,0,248
2006,Brøndby,Måge,Måger,0,0
2006,Brøndby,Sildemåge,Måger,0,0
2006,Brøndby,Svartbag,Måger,0,0
2006,Brøndby,Sølvmåge,Måger,0,0
2006,Brøndby,Ringdue,Duer,141,444
2006,Brøndby,Tyrkerdue,Duer,303,444
2006,Brønderslev-Dronninglund,Agerhøne,Hønsefugle,901,10672
2006,Brønderslev-Dronninglund,Fasan,Hønsefugle,9771,10672
2006,Brønderslev-Dronninglund,Andre dykænder,Andefugle,59,4685
2006,Brønderslev-Dronninglund,Andre svømmeænder,Andefugle,386,4685
2006,Brønderslev-Dronninglund,Atlingand,Andefugle,0,4685
2006,Brønderslev-Dronninglund,Bjergand,Andefugle,1,4685
2006,Brønderslev-Dronninglund,Ederfugl,Andefugle,149,4685
2006,Brønderslev-Dronninglund,Fløjlsand,Andefugle,3,4685
2006,Brønderslev-Dronninglund,Gråand,Andefugle,3645,4685
2006,Brønderslev-Dronninglund,Havlit,Andefugle,3,4685
2006,Brønderslev-Dronninglund,Hvinand,Andefugle,20,4685
2006,Brønderslev-Dronninglund,Knarand,Andefugle,4,4685
2006,Brønderslev-Dronninglund,Krikand,Andefugle,234,4685
2006,Brønderslev-Dronninglund,Pibeand,Andefugle,122,4685
2006,Brønderslev-Dronninglund,Skeand,Andefugle,6,4685
2006,Brønderslev-Dronninglund,Sortand,Andefugle,11,4685
2006,Brønderslev-Dronninglund,Spidsand,Andefugle,20,4685
2006,Brønderslev-Dronninglund,Stor skallesluger,Andefugle,1,4685
2006,Brønderslev-Dronninglund,Taffeland,Andefugle,1,4685
2006,Brønderslev-Dronninglund,Toppet skallesluger,Andefugle,3,4685
2006,Brønderslev-Dronninglund,Troldand,Andefugle,17,4685
2006,Brønderslev-Dronninglund,Blisgås,Gæs,10,562
2006,Brønderslev-Dronninglund,Canadagås,Gæs,14,562
2006,Brønderslev-Dronninglund,Grågås,Gæs,189,562
2006,Brønderslev-Dronninglund,Gås,Gæs,281,562
2006,Brønderslev-Dronninglund,Kortnæbbet gås,Gæs,66,562
2006,Brønderslev-Dronninglund,Sædgås,Gæs,2,562
2006,Brønderslev-Dronninglund,Blishøne,Vadefugle,24,896
2006,Brønderslev-Dronninglund,Dobbeltbekkasin,Vadefugle,273,896
2006,Brønderslev-Dronninglund,Skovsneppe,Vadefugle,599,896
2006,Brønderslev-Dronninglund,Dådyr,Hovdyr,2,2031
2006,Brønderslev-Dronninglund,Krondyr,Hovdyr,5,2031
2006,Brønderslev-Dronninglund,Rådyr,Hovdyr,2024,2031
2006,Brønderslev-Dronninglund,Sika,Hovdyr,0,2031
2006,Brønderslev-Dronninglund,Hare,Støttetandede,606,606
2006,Brønderslev-Dronninglund,Kanin,Støttetandede,0,606
2006,Brønderslev-Dronninglund,Husmår,Rovdyr,86,476
2006,Brønderslev-Dronninglund,Ilder,Rovdyr,23,476
2006,Brønderslev-Dronninglund,Ræv,Rovdyr,367,476
2006,Brønderslev-Dronninglund,Husskade,Kragefugle,420,4336
2006,Brønderslev-Dronninglund,Krage,Kragefugle,1794,4336
2006,Brønderslev-Dronninglund,Råge,Kragefugle,2119,4336
2006,Brønderslev-Dronninglund,Skarv,Kragefugle,3,4336
2006,Brønderslev-Dronninglund,Måge,Måger,261,522
2006,Brønderslev-Dronninglund,Sildemåge,Måger,3,522
2006,Brønderslev-Dronninglund,Svartbag,Måger,64,522
